Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Score	Tags
1230	Channel 1	5	4167.6	4168.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	567.6	0.99	narw
1231	Channel 1	1	4170.8	4171.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	570.8	0.99	narw
1232	Channel 1	4	4172.5	4173.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	572.5	0.99	narw
1233	Channel 1	3	4172.8	4172.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	572.8	1	narw
1234	Channel 1	2	4200	4200.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	600	0.99	narw
1235	Channel 1	5	4203.8	4204.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	603.8	0.99	narw
1236	Channel 1	1	4207	4207.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	607	0.98	narw
1237	Channel 1	4	4208.7	4209.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	608.7	0.97	narw
1238	Channel 1	4	4208.9	4211.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	608.9	0.19	narw
1239	Channel 1	3	4209	4209.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	609	0.99	narw
1240	Channel 1	2	4240.8	4241.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	640.8	1	narw
1241	Channel 1	2	4244.2	4244.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	644.2	1	narw
1242	Channel 1	5	4245	4245.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	645	0.98	narw
1243	Channel 1	2	4246.7	4248.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	646.7	0.11	narw
1244	Channel 1	5	4248.1	4248.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	648.1	1	narw
1245	Channel 1	2	4248.6	4249.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	648.6	0.94	narw
1246	Channel 1	3	4249	4249.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	649	1	narw
1247	Channel 1	4	4249.8	4250.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	649.8	0.95	narw
1248	Channel 1	1	4250.6	4251.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	650.6	0.93	narw
1249	Channel 1	4	4252.9	4253.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	652.9	0.99	narw
1250	Channel 1	5	4253	4253.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	653	0.95	narw
1251	Channel 1	3	4253.2	4253.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	653.2	1	narw
1252	Channel 1	1	4256.4	4258.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	656.4	0.12	narw
1253	Channel 1	3	4257.1	4257.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	657.1	0.98	narw
1254	Channel 1	1	4257.2	4259.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	657.2	0.47	narw
1255	Channel 1	2	4259.3	4259.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	659.3	1	narw
1256	Channel 1	5	4263.4	4264.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	663.4	0.94	narw
1257	Channel 1	1	4266.6	4268.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	666.6	0.1	narw
1258	Channel 1	3	4267.5	4267.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	667.5	1	narw
1259	Channel 1	1	4267.5	4268.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	667.5	0.69	narw
1260	Channel 1	4	4268.3	4269.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	668.3	0.83	narw
1261	Channel 1	1	4282.8	4284.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	682.8	0.07	narw
1262	Channel 1	2	4285.4	4285.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	685.4	1	narw
1263	Channel 1	5	4289.7	4290.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	689.7	0.9	narw
1264	Channel 1	2	4292.7	4292.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	692.7	1	narw
1265	Channel 1	3	4293.7	4294.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	693.7	1	narw
1266	Channel 1	5	4296.8	4297.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	696.8	1	narw
1267	Channel 1	4	4298.3	4300.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	698.3	0.09	narw
1268	Channel 1	1	4299.7	4300.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	699.7	0.99	narw
1269	Channel 1	4	4301.4	4301.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	701.4	0.99	narw
1270	Channel 1	3	4301.7	4301.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	701.7	1	narw
1271	Channel 1	2	4303.5	4305.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	703.5	0.66	narw
1272	Channel 1	2	4304	4305.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	704	0.32	narw
1273	Channel 1	3	4311.7	4313.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	711.7	0.31	narw
1274	Channel 1	3	4312.3	4314.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	712.3	0.36	narw
1275	Channel 1	1	4312.9	4314.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	712.9	0.52	narw
1276	Channel 1	2	4319.3	4319.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	719.3	0.95	narw
1277	Channel 1	5	4323.2	4324.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	723.2	0.76	narw
1278	Channel 1	1	4325.5	4327.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	725.5	0.57	narw
1279	Channel 1	1	4326.4	4327.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	726.4	0.25	narw
1280	Channel 1	3	4328.3	4329.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	728.3	0.89	narw
1281	Channel 1	2	4328.4	4328.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	728.4	0.99	narw
1282	Channel 1	5	4332.2	4333.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	732.2	0.81	narw
1283	Channel 1	1	4334.8	4336.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	734.8	0.12	narw
1284	Channel 1	1	4335.1	4337.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	735.1	0.15	narw
1285	Channel 1	1	4335.4	4337.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	735.4	0.23	narw
1286	Channel 1	3	4337.5	4337.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	737.5	0.99	narw
1287	Channel 1	2	4369.1	4369.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	769.1	1	narw
1288	Channel 1	5	4373.2	4373.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	773.2	1	narw
1289	Channel 1	1	4376.5	4376.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	776.5	1	narw
1290	Channel 1	4	4378	4378.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	778	0.96	narw
1291	Channel 1	3	4378.4	4378.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	778.4	1	narw
1292	Channel 1	1	4383.4	4385.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	783.4	0.34	narw
1293	Channel 1	1	4383.6	4385.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	783.6	0.07	narw
1294	Channel 1	3	4396.9	4399.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	796.9	0.09	narw
1295	Channel 1	3	4408	4410.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	808	0.21	narw
1296	Channel 1	2	4415.3	4415.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	815.3	1	narw
1297	Channel 1	1	4417.3	4418.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	817.3	0.35	narw
1298	Channel 1	5	4419.6	4420.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	819.6	1	narw
1299	Channel 1	3	4423.6	4423.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	823.6	1	narw
1300	Channel 1	1	4423.9	4424.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	823.9	0.96	narw
1301	Channel 1	4	4424.5	4425.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	824.5	0.95	narw
1302	Channel 1	4	4433.1	4433.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	833.1	1	narw
1303	Channel 1	5	4436.9	4437.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	836.9	0.81	narw
1304	Channel 1	5	4438	4440.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	838	0.06	narw
1305	Channel 1	3	4438.1	4438.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	838.1	1	narw
1306	Channel 1	5	4438.6	4440.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	838.6	0.05	narw
1307	Channel 1	2	4439.6	4439.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	839.6	1	narw
1308	Channel 1	1	4441.7	4442.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	841.7	0.97	narw
1309	Channel 1	5	4443.5	4443.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	843.5	1	narw
1310	Channel 1	2	4444.9	4444.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	844.9	0.99	narw
1311	Channel 1	1	4446.8	4447.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	846.8	1	narw
1312	Channel 1	4	4448.3	4448.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	848.3	0.99	narw
1313	Channel 1	3	4448.6	4448.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	848.6	1	narw
1314	Channel 1	5	4449.4	4449.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	849.4	0.99	narw
1315	Channel 1	3	4453.3	4453.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	853.3	1	narw
1316	Channel 1	1	4453.6	4454.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	853.6	0.99	narw
1317	Channel 1	4	4454.2	4454.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	854.2	0.97	narw
1318	Channel 1	4	4457.6	4459.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	857.6	0.41	narw
1319	Channel 1	4	4457.9	4460.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	857.9	0.25	narw
1320	Channel 1	4	4458.1	4460.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	858.1	0.02	narw
1321	Channel 1	2	4469.8	4469.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	869.8	0.98	narw
1322	Channel 1	5	4474.1	4474.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	874.1	0.98	narw
1323	Channel 1	1	4477.6	4479.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	877.6	0.6	narw
1324	Channel 1	1	4478	4480.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	878	0.71	narw
1325	Channel 1	3	4478.1	4478.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	878.1	0.99	narw
1326	Channel 1	1	4478.2	4480.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	878.2	0.32	narw
1327	Channel 1	4	4478.9	4479.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_010000Z.flac	878.9	0.95	narw
1328	Channel 1	2	4519.2	4519.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	19.2	1	narw
1329	Channel 1	5	4523.2	4523.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	23.2	1	narw
1330	Channel 1	1	4526.5	4527.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	26.5	0.94	narw
1331	Channel 1	4	4527.7	4528.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	27.7	0.85	narw
1332	Channel 1	3	4528.2	4528.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	28.2	1	narw
1333	Channel 1	2	4529.2	4529.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	29.2	1	narw
1334	Channel 1	5	4533.7	4534.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	33.7	0.99	narw
1335	Channel 1	3	4537.7	4537.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	37.7	1	narw
1336	Channel 1	1	4538.1	4538.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	38.1	0.96	narw
1337	Channel 1	4	4538.4	4539.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	38.4	0.74	narw
1338	Channel 1	2	4552.3	4552.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	52.3	1	narw
1339	Channel 1	5	4556.4	4556.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	56.4	0.99	narw
1340	Channel 1	1	4559.5	4560.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	59.5	0.93	narw
1341	Channel 1	4	4561.1	4561.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	61.1	0.9	narw
1342	Channel 1	3	4561.4	4561.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	61.4	1	narw
1343	Channel 1	2	4562.9	4563.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	62.9	1	narw
1344	Channel 1	5	4567.4	4567.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	67.4	1	narw
1345	Channel 1	2	4568.5	4568.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	68.5	1	narw
1346	Channel 1	3	4571.2	4571.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	71.2	1	narw
1347	Channel 1	1	4571.7	4572.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	71.7	0.94	narw
1348	Channel 1	4	4572.1	4572.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	72.1	0.94	narw
1349	Channel 1	5	4572.7	4573.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	72.7	0.99	narw
1350	Channel 1	1	4575.9	4576.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	75.9	0.97	narw
1351	Channel 1	4	4577.4	4578.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	77.4	0.91	narw
1352	Channel 1	3	4577.4	4577.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	77.4	1	narw
1353	Channel 1	2	4584.3	4585.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	84.3	0.91	narw
1354	Channel 1	5	4588.7	4589.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	88.7	0.85	narw
1355	Channel 1	2	4591.7	4591.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	91.7	1	narw
1356	Channel 1	3	4593.2	4594.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	93.2	0.64	narw
1357	Channel 1	5	4596	4596.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	96	0.99	narw
1358	Channel 1	3	4599.9	4600.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	99.9	1	narw
1359	Channel 1	1	4600.4	4601.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	100.4	0.97	narw
1360	Channel 1	4	4600.8	4601.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	100.8	0.94	narw
1361	Channel 1	3	4611.9	4614.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	111.9	0.24	narw
1362	Channel 1	3	4612.1	4614.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	112.1	0.07	narw
1363	Channel 1	2	4649.6	4649.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	149.6	1	narw
1364	Channel 1	4	4650.1	4652.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	150.1	0.5	narw
1365	Channel 1	4	4650.7	4652.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	150.7	0.19	narw
1366	Channel 1	5	4653.9	4654.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	153.9	0.99	narw
1367	Channel 1	5	4654.1	4656.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	154.1	0.1	narw
1368	Channel 1	3	4657.9	4658.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	157.9	1	narw
1369	Channel 1	1	4658.4	4659.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	158.4	0.93	narw
1370	Channel 1	4	4658.8	4659.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	158.8	0.92	narw
1371	Channel 1	4	4661.5	4663.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	161.5	0.23	narw
1372	Channel 1	4	4661.8	4663.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	161.8	0.38	narw
1373	Channel 1	4	4662	4664.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	162	0.35	narw
1374	Channel 1	4	4662.4	4664.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	162.4	0.12	narw
1375	Channel 1	3	4706	4708.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	206	0.31	narw
1376	Channel 1	4	4719.7	4721.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	219.7	0.41	narw
1377	Channel 1	4	4720.3	4722.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	220.3	0.42	narw
1378	Channel 1	1	4730.7	4732.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	230.7	0.21	narw
1379	Channel 1	1	4731.3	4733.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	231.3	0.54	narw
1380	Channel 1	2	4736.8	4737.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	236.8	0.97	narw
1381	Channel 1	1	4738.1	4740.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	238.1	0.24	narw
1382	Channel 1	1	4738.3	4740.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	238.3	0.2	narw
1383	Channel 1	5	4741.2	4741.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	241.2	0.98	narw
1384	Channel 1	4	4742.7	4744.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_011500Z.flac	242.7	0.26	narw
